1062,3
1063,3
1064,4
1065,5
1066,5
1067,7
1068,8
1069,6
1070,6
1071,7
1072,6
1073,6
1074,5
1075,3
1076,3
1077,4
1078,6
1079,6
1080,6
1081,6
1082,3
1083,3
1084,4
1085,3
1086,5
1087,3
1088,2
1089,1
1090,0
1091,2
1092,4
1093,4
1094,7
1095,10
1096,11
1097,26
1098,20
1099,23
1100,17
1101,9
1102,6
1103,6
1104,5
1105,4
1106,2
1107,2
1108,4
1109,5
1110,4
1111,7
1112,6
1113,5
1114,8
1115,9
1116,11
1117,14
1118,7
1119,5
1120,3
1121,2
1122,6
1123,4
1124,6
1125,7
1126,9
1127,11
1128,7
1129,5
1130,3
1131,4
1132,8
1133,4
1134,2
1135,3
1136,5
1137,3
1138,2
1139,3
1140,6
1141,6
1142,8
1143,6
1144,3
1145,6
1146,3
1147,3
1148,6
1149,6
1150,3
1151,3
1152,4
1153,3
1154,3
1155,3
1156,2
1157,1
1158,1
1159,3
1160,4
1161,4
1162,7
1163,10
1164,11
1165,19
1166,25
1167,23
1168,18
1169,9
1170,8
1171,8
1172,7
1173,2
1174,4
1175,4
1176,6
1177,7
1178,6
1179,9
1180,8
1181,7
1182,9
1183,11
1184,14
1185,7
1186,10
1187,7
1188,5
1189,4
1190,5
1191,6
1192,8
1193,9
1194,11
1195,13
1196,9
1197,7
1198,5
1199,6
1200,10
1201,6
1202,4
1203,5
1204,7
1205,5
1206,4
1207,5
1208,8
1209,8
1210,10
1211,8
1212,5
1213,8
1214,5
1215,5
1216,8
1217,8
1218,5
1219,5
1220,6
1221,5
1222,5
1223,5
1224,4
1225,1
1226,2
1227,3
1228,2
1229,2
1230,5
1231,8
1232,9
1233,21
1234,21
1235,18
1236,17
1237,8
1238,6
1239,4
1240,6
1241,4
1242,5
1243,2
1244,5
1245,5
1246,3
1247,5
1248,4
1249,5
1250,4
1251,3
1252,15
1253,10
1254,8
1255,8
1256,2
1257,4
1258,4
1259,3
1260,5
1261,8
1262,10
1263,12
1264,8
1265,5
1266,4
1267,3
1268,4
1269,2
1270,5
1271,5
1272,3
1273,4
1274,3
1275,4
1276,5
1277,5
1278,5
1279,6
1280,3
1281,4
1282,5
1283,6
1284,4
1285,5
1286,5
1287,6
1288,4
1289,3
1290,3
1291,4
1292,3
1293,1
1294,2
1295,2
1296,2
1297,3
1298,8
1299,9
1300,16
1301,23
1302,27
1303,22
1304,18
1305,10
1306,8
1307,5
1308,5
1309,4
1310,3
1311,2
1312,5
1313,5
1314,4
1315,8
1316,9
1317,7
1318,4
1319,6
1320,9
1321,9
1322,7
1323,6
1324,5
1325,4
1326,3
1327,2
1328,4
1329,6
1330,7
1331,9
1332,8
1333,6
1334,4
1335,4
1336,5
1337,2
1338,4
1339,6
1340,4
1341,4
1342,1
1343,6
1344,5
1345,5
1346,4
1347,6
1348,5
1349,5
1350,6
1351,4
1352,4
1353,5
1354,5
1355,6
1356,4
1357,3
1358,2
1359,1
1360,1
